,name,operator,Latitude,Longitude
899,"Eschenbach LU, Lindenfeld",PAG,47.1340647,8.3197984
900,,Auto AG Rothenburg (AAGR),47.1088882,8.3204928
901,,AAGR,47.1079393,8.3197928
902,"Buchrain, Sagenwald",ARAG,47.1072243,8.3435380
903,"Inwil, Oberhofen",AAGR,47.1218863,8.3442415
904,"Gisikon-Root, Bahnhof",VBL,47.1216903,8.3952464
905,"Gisikon-Root, Bahnhof",VBL,47.1208238,8.3945773
906,"Inwil, Nussbaum",PAG,47.1249664,8.3898166
907,"Inwil, Pannerhof",VBL,47.1219580,8.3468306
908,"Eschenbach LU, Luzernstrasse",PAG,47.1315218,8.3213351
909,"Hochdorf, Schönau",PAG,47.1649644,8.2988177
910,"Hochdorf, Schönau",PAG,47.1652017,8.2976752
911,"Honau, Hirschen",PAG,47.1331598,8.4068327
912,,VBL,47.0587776,8.3093615
913,"Ebikon, Fildern",VBL,47.0921674,8.3580333
914,"Luzern, Maihof",VBL,47.0673042,8.3146704
915,"Luzern, Kantonalbank",VBL,47.0481233,8.3068886
916,,VBL,47.0429742,8.3117895
917,,VBL,47.0426835,8.3117999
918,,VBL,47.0382259,8.3065443
919,,VBL,47.0379644,8.3069485
920,,VBL,47.0388336,8.3045722
921,,VBL,47.0390321,8.3042558
922,,VBL,47.0401750,8.3085086
923,,VBL,47.0400908,8.3083462
924,"Luzern, Gütsch",VBL,47.0523321,8.2966252
925,"Reussbühl, Fluhmühle",VBL,47.0582170,8.2861980
926,,VBL,47.0545803,8.3122613
927,,VBL,47.0545845,8.3447147
928,,VBL,47.0549317,8.3435041
929,,VBL,47.0554443,8.3236475
930,,VBL,47.0555692,8.3244074
931,,VBL,47.0553566,8.3270597
932,,VBL,47.0556031,8.3266285
933,,VBL,47.0544875,8.3396452
934,,VBL,47.0542043,8.3398710
935,,VBL,47.0540280,8.3397387
936,,VBL,47.0512529,8.3483922
937,,VBL,47.0519831,8.3504040
938,,VBL,47.0523007,8.3495547
939,,VBL,47.0523587,8.3504559
940,,VBL,47.0531879,8.3528715
941,,VBL,47.0538216,8.3559063
942,,VBL,47.0545773,8.3113232
943,"Emmenbrücke, Bahnhof Süd",AAGR,47.0691580,8.2828013
944,"Beromünster, Post",PAG,47.2079251,8.1893298
945,"Beromünster, Post",PAG,47.2078952,8.1893753
946,"Beromünster, Post",PAG,47.2078264,8.1894801
947,"Beromünster, Winon",PAG,47.2168371,8.1974851
948,,PAG,47.0555182,8.3125602
949,,PAG,47.0560834,8.3123187
950,,VBL,47.0404964,8.3205757
951,,VBL,47.0571698,8.3142033
952,,VBL,47.0547683,8.3114129
953,,VBL,47.0556008,8.3120356
954,,VBL,47.0646209,8.3197573
955,,VBL,47.0645271,8.3195962
956,,VBL,47.0631741,8.3183687
957,"Adligenswil, Stuben",VBL,47.0727440,8.3504333
958,"Ebikon, Bühl",VBL,47.0712889,8.3430548
959,"Ebikon, Schlössli",PAG,47.0707228,8.3366682
960,"Ebikon, Schweizerheim",Schweizerheim,47.0698757,8.3282892
961,,VBL,47.0532081,8.3091350
962,,VBL,47.0655012,8.3214696
963,,VBL,47.0655629,8.3219365
964,,VBL,47.0631144,8.3178573
965,,VBL,47.0620546,8.3160642
966,,VBL,47.0611207,8.3155148
967,,VBL,47.0606711,8.3151033
968,,VBL,47.0587859,8.3147258
969,,VBL,47.0590173,8.3147696
970,,VBL,47.0577677,8.3163417
971,,VBL,47.0578028,8.3162019
972,,VBL,47.0410504,8.3201320
973,,VBL,47.0421940,8.3178794
974,,VBL,47.0426898,8.3167183
975,,VBL,47.0364071,8.3124671
976,,VBL,47.0368494,8.3129160
977,,VBL,47.0382076,8.3129423
978,,Auto AG Rothenburg (AAGR),47.0732603,8.2875527
979,"Willisau, Widenmatt",PAG,47.1306403,7.9982019
980,"Willisau, Widenmatt",PAG,47.1298866,7.9977568
981,"Willisau, Feldli",PAG,47.1269084,7.9974625
982,"Willisau, Feldli",PAG,47.1275856,7.9976489
983,"Willisau, Bahnhof",PAG,47.1221082,7.9973354
984,"Willisau, Bahnhof",PAG,47.1222128,7.9972253
985,"Willisau, Bahnhof",PAG,47.1223863,7.9970383
986,"Rickenbach LU, Rüchlig",PAG,47.2248456,8.1597869
987,"Rickenbach LU, Rüchlig",PAG,47.2250858,8.1596817
988,"Rickenbach LU, Dorf",PAG,47.2197279,8.1540577
989,"Sursee, Bahnhof",PAG,47.1704687,8.0985252
990,"Sursee, Bahnhof",PAG,47.1699604,8.0990681
991,"Sursee, Spital",PAG,47.1685876,8.1171458
992,"Sursee, Altstadt",PAG,47.1723907,8.1109548
993,"Sursee, Altstadt",PAG,47.1725446,8.1109466
994,"Sursee, Frieslirain",PAG,47.1696380,8.1137178
995,"Sursee, Frieslirain",PAG,47.1697141,8.1136796
996,"Sursee, Sonnhalde",PAG,47.1721573,8.1172725
997,"Schenkon, Zellburg",PAG,47.1776397,8.1272727
998,"Schenkon, Zellfeld",PAG,47.1790032,8.1308621
999,"Schenkon, Haldenweid",PAG,47.1825806,8.1341875
1000,"Schenkon, Tann",PAG,47.1860024,8.1451535
1001,"Gunzwil, Chommle",PAG,47.1923241,8.1570358
1002,"Gunzwil, Chommle",PAG,47.1923173,8.1573074
1003,"Meierskappel, Robmatt",PAG,47.1062837,8.4202133
1004,"Meierskappel, Robmatt",PAG,47.1064572,8.4209044
1005,"Meierskappel, Feissenacher",PAG,47.1132208,8.4343418
1006,"Meierskappel, Käppelihof",PAG,47.1190458,8.4399206
1007,"Meierskappel, Käppelihof",PAG,47.1190496,8.4397710
1008,"Weggis, Dorfplatz",AAGS,47.0322840,8.4354992
1009,"Weggis, Dorfplatz",AAGS,47.0323732,8.4355772
1010,"Vitznau, Station",AAGS,47.0093449,8.4832987
1011,"Vitznau, Station",AAGS,47.0096337,8.4834405
1012,"Vitznau, Floralpina",AAGS,46.9999137,8.4802654
1013,"Vitznau, Floralpina",AAGS,46.9998995,8.4804833
1014,"Vitznau, Unteraltdorf",AAGS,47.0060470,8.4847446
1015,"Vitznau, Unterwilen",AAGS,47.0196284,8.4709638
1016,"Weggis, Lützelau",AAGS,47.0246808,8.4618746
1017,"Weggis, Acher",AAGS,47.0300380,8.4451820
1018,"Weggis, Zopf",AAGS,47.0352345,8.4236337
1019,"Weggis, Rigistrasse",AAGS,47.0325493,8.4393695
1020,"Weggis, Riedsortegg",AAGS,47.0243165,8.4553045
1021,"Weggis, Zingelistrasse",AAGS,47.0357512,8.4440080
1022,"Weggis, Under Linde",AAGS,47.0343991,8.4435346
1023,"Schlierbach, Oberdorf",PAG,47.2251534,8.1139243
1024,"Schlierbach, Oberdorf",PAG,47.2258717,8.1132099
1025,"Uffikon, Kantonsstrasse",PAG,47.2103170,8.0179673
1026,"St. Erhard, Heidenacher",PAG,47.1899806,8.0748859
1027,"St. Erhard, Wiberg",PAG,47.1848770,8.0717593
1028,"Knutwil, Dorf",PAG,47.1991618,8.0723512
1029,"Büron, Triengenacker",PAG,47.2200945,8.0892816
1030,"Sursee, Surentalstrasse",PAG,47.1780396,8.1099549
1031,"Geuensee, Zollhaus",PAG,47.1898965,8.1139549
1032,"Geuensee, Chäppelimatt",PAG,47.1975937,8.1091216
1033,"Sursee, Münchrüti",PAG,47.1757113,8.0988091
1034,"Sursee, Münchrüti",PAG,47.1765638,8.0999028
1035,"Sursee, Sappeurstrasse",PAG,47.1788380,8.1060721
1036,"Schlierbach, Dorf",PAG,47.2238422,8.1110937
1037,"Triengen, Grossfeld",PAG,47.2460704,8.0696766
1038,"Triengen, Grossfeld",PAG,47.2462270,8.0699006
1039,"Triengen, Grund",PAG,47.2294498,8.0820421
1040,"Gunzwil, Linden",PAG,47.2088605,8.1844426
1041,"Gunzwil, Dorf",PAG,47.2110923,8.1799268
1042,"Gunzwil, Kagiswil",PAG,47.2139254,8.1643218
1043,"Schenkon, Zellfeld",PAG,47.1785584,8.1307790
1044,"Gunzwil, Bäch",PAG,47.1722667,8.1672108
1045,"Eich, Brand",PAG,47.1650717,8.1687182
1046,"Eich, Brand",PAG,47.1653938,8.1688868
1047,"Eich, Vogelsang",PAG,47.1607670,8.1763705
1048,"Sempach Station, Mettenwilstr.",PAG,47.1166448,8.1998865
1049,"Sempach Stadt, Seemätteli",PAG,47.1436650,8.1803559
1050,"Schenkon, Dorf",PAG,47.1734560,8.1376092
1051,"Schenkon, Zentrum",PAG,47.1768976,8.1335973
1052,"Richenthal, Kurhaus",AVA,47.2082684,7.9393943
1053,"Richenthal, Kirche",AVA,47.2192576,7.9471414
1054,"Richenthal, Kirche",AVA,47.2190307,7.9468454
1055,"Langnau bei Reiden, Lupfen",AVA,47.2218866,7.9518147
1056,"Langnau bei Reiden, Lupfen",AVA,47.2219644,7.9517283
1057,"Langnau bei Reiden, Feld",AVA,47.2349014,7.9610584
1058,"Langnau bei Reiden, Feld",AVA,47.2351845,7.9611548
1059,"Reiden, Kirche",AVA,47.2432817,7.9713183
1060,"Reiden, Kirche",AVA,47.2435914,7.9713955
1061,"Reiden, Sonne",AVA,47.2484070,7.9709216
1062,"Reiden, Unterdorf",AVA,47.2518435,7.9699641
1063,"Roggliswil, Post",AVA,47.2109129,7.8853091
1064,"Pfaffnau, Brunnmatt",AVA,47.2338309,7.9091296
1065,"Pfaffnau, Brunnmatt",AVA,47.2338134,7.9088369
1066,"Pfaffnau, Dorfplatz",AVA,47.2288415,7.8994571
1067,"Pfaffnau, Dorfplatz",AVA,47.2290065,7.8993167
1068,"Reiden, Friedmattstrasse",AVA,47.2463883,7.9677734
1069,"Reiden, Friedmattstrasse",AVA,47.2463807,7.9676711
1070,"Altbüron, Halde",PAG,47.1834161,7.8763594
1071,"Altbüron, Halde",PAG,47.1836360,7.8762668
1072,"Altbüron, Feld",PAG,47.1876669,7.8708187
1073,"Altbüron, Feld",PAG,47.1874443,7.8709063
1074,"Altbüron, Gruenbach",PAG,47.1949652,7.8622443
1075,"Altbüron, Gruenbach",PAG,47.1937271,7.8629273
1076,"Altbüron, Ludligen",PAG,47.2014231,7.8611690
1077,"Altbüron, Ludligen",PAG,47.2010402,7.8613821
1078,"St. Urban, Unterberghof",PAG,47.2047795,7.8574015
1079,"St. Urban, Unterberghof",PAG,47.2051488,7.8573020
1080,"St. Urban, Chlisonnhalde",PAG,47.2117380,7.8514417
1081,"St. Urban, Chlisonnhalde",PAG,47.2112538,7.8517961
1082,"St. Urban, Sonnhalden",AVA,47.2225709,7.8493488
1083,"St. Urban, Sonnhalden",AVA,47.2227515,7.8492204
1084,"St. Urban, Sonnhaldenhof",PAG,47.2183466,7.8468598
1085,"St. Urban, Sonnhaldenhof",PAG,47.2185630,7.8468279
1086,"St. Urban, Birchmatt",AVA,47.2271920,7.8405264
1087,"Altbüron, Linden",AVA,47.1830934,7.8836852
1088,"Meggen, Gottlieben",VBL,47.0551845,8.3913473
1089,"Meggen, Gottlieben",VBL,47.0550402,8.3910454
1090,"Kastanienbaum, Kreuzmatt",VBL,47.0124441,8.3346485
1091,"Luzern, Rigistrasse",VBL,47.0587431,8.3303145
1092,"Luzern, Steinhofstrasse",VBL,47.0451670,8.2960244
1093,,VBL,47.0408526,8.2842084
1094,,VBL,47.0396473,8.2878178
1095,,VBL,47.0305509,8.2773219
1096,"Ebikon, Mühlegg",VBL,47.0726411,8.3350109
1097,"Ebikon, Sagenschulhaus",VBL,47.0773779,8.3376653
1098,"Meggen, Lerchenbühl",VBL,47.0420889,8.3600770
1099,"Meggen, Rosenhalde",VBL,47.0438364,8.3638364
1100,"Meggen, Balm",VBL,47.0448097,8.3680211
1101,"Root, Schlosshof",VBL,47.1182525,8.3924722
1102,"Perlen, Haslirain",VBL,47.1070935,8.3551038
1103,"Perlen, Dorf",VBL,47.1101611,8.3618438
1104,"Buchrain, Dorf",Verkehrsbetriebe Luzern (VBL),47.0952144,8.3480315
1105,"Ebikon, Halte",VBL,47.0869019,8.3443384
1106,"Buchrain, Reussbrücke",VBL,47.1029355,8.3498419
1107,"Buchrain, Eichmatt",VBL,47.0993034,8.3486544
1108,"Buchrain, Ronstrasse",VBL,47.0917821,8.3523405
1109,"St. Niklausen LU, Mättiwil",VBL,47.0218990,8.3359323
1110,"Beromünster, Mooskapelle",AAGR,47.2043605,8.2006867
1111,"Beromünster, Flugplatz",AAGR,47.1922914,8.2056638
1112,"Neudorf, Post",AAGR,47.1802011,8.2092071
1113,"Rothenburg, Süesstannen",AAGR,47.1173096,8.2467785
1114,"Emmenbrücke, Bösfeld",AAGR,47.0885827,8.2729679
1115,"Rothenburg, Wegscheiden",AAGR,47.1100674,8.2561970
1116,"Rain, Rüti",AAGR,47.1269363,8.2514048
1117,"Rothenburg, Mauritiusring",AAGR,47.1003988,8.2626846
1118,"Buttisholz, Guglern",ARAG,47.1081087,8.0853598
1119,"Buttisholz, Fürti",ARAG,47.1162943,8.1012110
1120,"Nottwil, SPZ",ARAG,47.1417141,8.1294652
1121,"Nottwil, Eymatt",ARAG,47.1385464,8.1301741
1122,"Oberkirch LU, Dorf",ARAG,47.1559528,8.1152983
1123,"Oberkirch LU, Schule",ARAG,47.1589368,8.1155932
1124,"Willisau, Zopfmatt",PAG,47.1190839,7.9804618
1125,"Willisau, Schlüsselacher",PAG,47.1197947,7.9833028
1126,"Willisau, Leuenplatz",ARAG,47.1223459,7.9930015
1127,"Ettiswil, Post",PAG,47.1479135,8.0182462
1128,"Ettiswil, Post",PAG,47.1479099,8.0183078
1129,"Ettiswil, Post",PAG,47.1479172,8.0181842
1130,"Kottwil, Zuswil",ARAG,47.1542165,8.0336229
1131,"Kottwil, Dorf",ARAG,47.1622045,8.0450115
1132,"Kottwil, Seewagen",ARAG,47.1647599,8.0465410
1133,"Mauensee, Dorf",ARAG,47.1677632,8.0661067
1134,"Mauensee, Breiten",ARAG,47.1659601,8.0818885
1135,Käppelimatt b. Willisau,PAG,47.1174037,7.9760479
1136,"Ruswil, Sonnhöfli",ARAG,47.0853003,8.1202708
1137,Rüediswil,ARAG,47.0884657,8.1132830
1138,"Wolhusen, Ankenberg",ARAG,47.0668591,8.0700542
1139,"Wolhusen, Kreisel",ARAG,47.0589008,8.0732332
1140,Rüediswil,ARAG,47.0882597,8.1132914
1141,"Ruswil, Freieck",ARAG,47.0803650,8.1140028
1142,"Neuenkirch, Feldmatt",PAG,47.1055073,8.1990388
1143,"Emmenbrücke, Lohrensäge",PAG,47.0820017,8.2531835
1144,"Hellbühl, Unter Hellbühl",ARAG,47.0720136,8.2013789
1145,"Emmenbrücke, Riffig",AAGR,47.0822714,8.2641164
1146,"Grosswangen, Schutz",ARAG,47.1354181,8.0408838
1147,"Grosswangen, Ed. Huber-Strasse",ARAG,47.1318008,8.0527170
1148,"Grosswangen, Rot",ARAG,47.1234187,8.0661275
1149,"Buttisholz, Allmend",ARAG,47.1163869,8.0814291
1150,"Obernau, Oberrodel",PAG,47.0259740,8.2442401
1151,"Obernau, Feldmatt",PAG,47.0281359,8.2483625
1152,Holderkäppeli,PAG,47.0237075,8.2192906
1153,"Eigenthal, Talboden",PAG,47.0067447,8.2194961
1154,"Eigenthal, Hochwäldli",PAG,47.0171577,8.2081631
1155,"Eigenthal, Eigenthalerhof",PAG,47.0098516,8.2100420
1156,Holderkäppeli,PAG,47.0235434,8.2196836
1157,"Obernau, Schiessstand Stalden",PAG,47.0186846,8.2360084
1158,"Obernau, Schiessstand Stalden",PAG,47.0184606,8.2357402
1159,"Malters, Hinter-Widenmatt",PAG,47.0320030,8.1742613
1160,"Malters, Hinter-Widenmatt",PAG,47.0319313,8.1734741
1161,"Malters, Schürmatt",PAG,47.0280546,8.1677409
1162,"Malters, Schürmatt",PAG,47.0278425,8.1675102
1163,"Malters, Mattgut",PAG,47.0256386,8.1622249
1164,"Malters, Liebetsegg",PAG,47.0245002,8.1677596
1165,"Schwarzenberg LU, Schlatt",PAG,47.0215907,8.1680285
1166,"Schwarzenberg LU, Kappelen",PAG,47.0193950,8.1697874
1167,"Schwarzenberg LU, Ennenmatt",PAG,47.0175899,8.1727273
1168,"Schwarzenberg LU, Rössli",PAG,47.0140849,8.1738015
1169,"Schwarzenberg LU, Fabrikli",PAG,47.0152696,8.1769770
1170,"Schwarzenberg LU, Fabrikli",PAG,47.0155868,8.1773861
1171,"Schwarzenberg LU, Lifelen",PAG,47.0158099,8.1898275
1172,"Schwarzenberg LU, Lifelen",PAG,47.0159050,8.1895620
1173,"Schachen LU, Industrie",ARAG,47.0413836,8.1326149
1174,"Schachen LU, Dorf",ARAG,47.0369504,8.1426784
1175,"Malters, Ennigen",ARAG,47.0360935,8.1513056
1176,"Entlebuch, Drei Könige",PAG,46.9937346,8.0648687
1177,"Entlebuch, Lehn",PAG,46.9991951,8.0693796
1178,"Entlebuch, Rusacher",PAG,47.0012656,8.0703125
1179,"Entlebuch, Schwand",PAG,47.0065092,8.0723052
1180,"Entlebuch, Schwand",PAG,47.0065622,8.0725935
1181,"Ebnet (Entlebuch), Bäckerei",PAG,47.0248786,8.0791480
1182,"Wolhusen, Markt",PAG,47.0562458,8.0709064
1183,"Wolhusen, Viadukt",PAG,47.0583628,8.0712389
1184,"Hergiswil LU, Vordere Säge",PAG,47.0833700,7.9563210
1185,"Hergiswil LU, Untere Schmiede",PAG,47.0882983,7.9600271
1186,"Willisau, Feldmatt-Kapelle",PAG,47.1022697,7.9631897
1187,"Willisau, Breiten",PAG,47.1057390,7.9637252
1188,"Willisau, Feld",PAG,47.1115435,7.9712942
1189,"Willisau, Zehntenplatz",PAG,47.1193870,7.9883292
1190,"Schötz, Neubühl",PAG,47.1775560,7.9856470
1191,"Schötz, Neubühl",PAG,47.1765560,7.9862666
1192,"Schötz, St. Mauritz",PAG,47.1712146,7.9888616
1193,"Schötz, St. Mauritz",PAG,47.1720744,7.9887477
1194,"Schötz, Moosbrücke",PAG,47.1668518,7.9945340
1195,"Nebikon, Käserei",PAG,47.1878907,7.9756133
1196,"Nebikon, Maschinenfabrik",PAG,47.1833275,7.9804300
1197,"Altishofen, Bäckerei",PAG,47.1958161,7.9685645
1198,"Altishofen, Kreisel",PAG,47.2002614,7.9724708
1199,"Alberswil, Dorf",PAG,47.1506784,8.0019495
1200,"Ebersecken, Badachtal",PAG,47.1783035,7.9487438
1201,"Ettiswil, Hinterdorf",PAG,47.1499133,8.0129992
1202,"Grossdietwil, Schönegg",PAG,47.1693985,7.8894094
1203,"Grossdietwil, Schönegg",PAG,47.1693794,7.8892685
1204,"Triengen, Gisler",PAG,47.2397716,8.0724352
1205,"Ebikon, Bahnhof",VBL,47.0845725,8.3428525
1206,"Ebikon, Bahnhof",VBL,47.0847241,8.3430803
1207,"Ebikon, Bahnhof",VBL,47.0848767,8.3433095
1208,"Ebikon, Bahnhof",VBL,47.0845229,8.3431412
1209,"Sörenberg, Platz",PAG,46.8175687,8.0414123
1210,"Schongau, Mettmen",ZVB,47.2683799,8.2653498
1211,"Aesch LU, Berg",ZVB,47.2608763,8.2443238
1212,"Hitzkirch, Schulhaus",ZVB,47.2262198,8.2617763
1213,"Hitzkirch, Dorf",ZVB,47.2247853,8.2611669
1214,"Hitzkirch, Friedhof",ZVB,47.2236596,8.2582909
1215,"Hitzkirch, Bleulikon",ZVB,47.2292880,8.2617295
1216,"Hämikon, Stockmatt",ZVB,47.2321402,8.2748508
1217,"Hohenrain, Oberebersol",ZVB,47.1725898,8.3215781
1218,"Hohenrain, Kreuz",ZVB,47.1793946,8.3155398
1219,"Hohenrain, Landschau",ZVB,47.1807829,8.3147158
1220,"Hohenrain, Günikon",ZVB,47.1848604,8.3140907
1221,"Römerswil LU, Rehag",ZVB,47.1581132,8.2733356
1222,"Römerswil LU, Gehren",ZVB,47.1594123,8.2639897
1223,"Römerswil LU, Gosperdingen",ZVB,47.1571944,8.2618926
1224,"Römerswil LU, Williswil",ZVB,47.1550333,8.2515067
1225,"Römerswil LU, Mur",ZVB,47.1611552,8.2513596
1226,"Römerswil LU, Ludigen",ZVB,47.1796871,8.2416447
1227,"Herlisberg, Oberreinach",ZVB,47.1887830,8.2362707
1228,"Herlisberg, Dorfplatz",ZVB,47.1975985,8.2306563
1229,"Beromünster, Witwil",ZVB,47.2094711,8.2100165
1230,"Beromünster, Witwil",ZVB,47.2095294,8.2097483
1231,"Hochdorf, Sempachstrasse",ZVB,47.1655276,8.2893464
1232,"Doppleschwand, Spittel",PAG,47.0226131,8.0561936
1233,"Wolhusen, Neuemsern-Rossei",PAG,47.0421482,8.0697514
1234,"Finsterwald LU, Rotbach",PAG,46.9125834,8.1141157
1235,"Finsterwald LU, Gründli",PAG,46.9310997,8.1248032
1236,"Hasle LU, Farbschachen",PAG,46.9844981,8.0601016
1237,"Schüpfheim, Biberebrüggli",PAG,46.9586244,8.0443460
1238,"Hasle LU, Ussercher",PAG,46.9812786,8.0572186
1239,"Hasle LU, Heiligkreuz Kirche",PAG,46.9495083,8.0491452
1240,"Menznau, Obertreien",PAG,47.0684163,8.0354576
1241,"Wiggen, Egghus",PAG,46.8953280,7.9088527
1242,"Sörenberg, Hirsegg",PAG,46.8384585,8.0123671
1243,"Ebikon, Schachenweid",VBL,47.0745793,8.3292023
1244,"Ebikon, Schmiedhof",VBL,47.0767998,8.3329526
1245,"Ebikon, Hünenberg",VBL,47.0712684,8.3232896
1246,,VBL,47.0372128,8.2926555
1247,"Flühli LU, Schintmoos",PAG,46.8995255,8.0131212
1248,"Sörenberg, Mittlere Hirsegg",PAG,46.8465446,8.0126831
1249,"Flühli LU, Golfplatz",PAG,46.8667164,8.0180676
1250,"Flühli LU, Golfplatz",PAG,46.8669756,8.0182211
1251,"Flühli LU, Hochwald",PAG,46.8715661,8.0165631
1252,"Flühli LU, Hochwald",PAG,46.8714308,8.0164699
1253,"Flühli LU, Krutacher",PAG,46.9081873,8.0155019
1254,"Flühli LU, Usser-Lamm",PAG,46.9158587,8.0130080
1255,"Sörenberg, Skilift Rischli",PAG,46.8294623,8.0167245
1256,"Sörenberg, Camping",PAG,46.8257591,8.0254537
1257,"Sörenberg, Habchegg",PAG,46.8110707,8.0570409
1258,"Sörenberg, Flühhütten",PAG,46.8167126,8.0453984
1259,"Sörenberg, Flühhütten",PAG,46.8166347,8.0456429
1260,"Schüpfheim, Badhus",PAG,46.9405460,8.0068820
1261,"Sörenberg, Südelhöchi",PAG,46.8334447,8.0133441
1262,"Flühli LU, Torbach",PAG,46.8798114,8.0165927
1263,"Sörenberg, Schulhaus",PAG,46.8234757,8.0306147
1264,"Sörenberg, Höchistrasse",PAG,46.8193103,8.0375910
1265,"Sörenberg, Höchistrasse",PAG,46.8194609,8.0374173
1266,,,46.9295181,7.9685297
1267,,VBL,47.0548325,8.3119410
1268,"Luzern, Brüelstrasse",VBL,47.0541079,8.3398294
1269,,VBL,47.0699202,8.3282965
1270,,Auto AG Rothenburg (AAGR),47.0766301,8.2717945
1271,,Verkehrsbetriebe Luzern AG (VBL),47.0758323,8.2760326
1272,,Verkehrsbetriebe Luzern AG (VBL),47.0754343,8.2760743
1273,,Auto AG Rothenburg (AAGR),47.0708569,8.2835823
1274,,Auto AG Rothenburg (AAGR),47.0710923,8.2854003
1275,,Auto AG Rothenburg (AAGR),47.0705549,8.2821969
1276,,Auto AG Rothenburg (AAGR),47.0708792,8.2819060
1277,,Auto AG Rothenburg (AAGR),47.0753952,8.2952498
1278,,Auto AG Rothenburg (AAGR),47.0770978,8.3005214
1279,,Auto AG Rothenburg (AAGR),47.0753766,8.2943745
1280,,Auto AG Rothenburg (AAGR),47.0789081,8.3031362
1281,,Auto AG Rothenburg (AAGR),47.0769722,8.3006337
1282,,Auto AG Rothenburg (AAGR),47.0763145,8.2657839
1283,,Auto AG Rothenburg (AAGR),47.0777865,8.2757568
1284,,Auto AG Rothenburg (AAGR),47.0775940,8.2755253
1285,,Auto AG Rothenburg (AAGR),47.0779428,8.2688639
1286,,Auto AG Rothenburg (AAGR),47.0769726,8.2754960
1287,,Auto AG Rothenburg (AAGR),47.0745329,8.2658358
1288,,Auto AG Rothenburg (AAGR),47.0768615,8.2751941
1289,,Auto AG Rothenburg (AAGR),47.0760840,8.2655536
1290,,Auto AG Rothenburg (AAGR),47.0753032,8.2642794
1291,,Auto AG Rothenburg (AAGR),47.0781028,8.2689518
1292,,Auto AG Rothenburg (AAGR),47.0750192,8.2636530
1293,,Auto AG Rothenburg (AAGR),47.0729351,8.2597029
1294,,Auto AG Rothenburg (AAGR),47.0728827,8.2591388
1295,,Auto AG Rothenburg (AAGR),47.0761067,8.2687096
1296,,Auto AG Rothenburg (AAGR),47.0739611,8.2552142
1297,,Auto AG Rothenburg (AAGR),47.0745719,8.2661421
1298,,(AAGR),47.0721070,8.2573162
1299,,Auto AG Rothenburg (AAGR),47.0720459,8.2560412
1300,,Auto AG Rothenburg (AAGR),47.0707657,8.2919245
1301,,Auto AG Rothenburg (AAGR),47.0709738,8.2917467
1302,"Emmenbrücke, Zentrum Gersag",Emmer Busbetriebe AG (EEB),47.0789568,8.2783318
1303,,Verkehrsbetriebe Luzern AG (VBL),47.0120160,8.3082719
1304,,Verkehrsbetriebe Luzern AG (VBL),47.0123102,8.3087968
1305,,Verkehrsbetriebe Luzern AG (VBL),47.0272500,8.3052130
1306,,Verkehrsbetriebe Luzern AG (VBL),47.0266351,8.3051779
1307,,VBL,47.0113091,8.3386975
1308,,VBL,47.0144444,8.3379146
1309,,VBL,47.0140746,8.3378680
1310,,VBL,47.0116087,8.3386816
1311,"Inwil, Körbligen",ZVB,47.1338445,8.3963387
1312,"Luzern, Bahnhof",VBL,47.0504382,8.3107328
1313,,VBL,47.0294877,8.2922958
1314,,VBL,47.0208534,8.3000656
1315,"Kriens, Dattenmatt",VBL,47.0208794,8.3001855
1316,,VBL,47.0324785,8.2817967
1317,,VBL,47.0428365,8.3507735
1318,,VBL,47.0451361,8.3473406
1319,,VBL,47.0469791,8.3436617
1320,,VBL,47.0475530,8.3430187
1321,,VBL,47.0505157,8.3456087
1322,,VBL,47.0528822,8.3389994
1323,,VBL,47.0531056,8.3390070
1324,,,47.0562708,8.3432953
1325,,,47.0561568,8.3433541
1326,,VBL,47.0564697,8.3393118
1327,,VBL,47.0563679,8.3391117
1328,,VBL,47.0575867,8.3349374
1329,,VBL,47.0577873,8.3347477
1330,,VBL,47.0585981,8.3243816
1331,,VBL,47.0591669,8.3219891
1332,,VBL,47.0593409,8.3222758
1333,,VBL,47.0578239,8.3175195
1334,,VBL,47.0579375,8.3180967
1335,,VBL,47.0490963,8.3000117
1336,,VBL,47.0471267,8.2969806
1337,,VBL,47.0469825,8.2944741
1338,,VBL,47.0470249,8.2946592
1339,,VBL,47.0453625,8.2954814
1340,,VBL,47.0454262,8.2955905
1341,,VBL,47.0442952,8.2975314
1342,,VBL,47.0444650,8.2972801
1343,,VBL,47.0409251,8.2938937
1344,,VBL,47.0388347,8.2855504
1345,,VBL,47.0376549,8.2802341
1346,,VBL,47.0350436,8.2795510
1347,,VBL,47.0341261,8.2821498
1348,,VBL,47.0340432,8.2830353
1349,,VBL,47.0328866,8.2836958
1350,,VBL,47.0541213,8.2863387
1351,,VBL,47.0527291,8.2827116
1352,,VBL,47.0526524,8.2817500
1353,,VBL,47.0518328,8.2777998
1354,,VBL,47.0519358,8.2767810
1355,,VBL,47.0515097,8.2747690
1356,,VBL,47.0514663,8.2738108
1357,,VBL,47.0508579,8.2715109
1358,,VBL,47.0508738,8.2708477
1359,,VBL,47.0501751,8.2671818
1360,,VBL,47.0494224,8.2635736
1361,,VBL,47.0493251,8.2620046
1362,,VBL,47.0490032,8.2608474
1363,,VBL,47.0493117,8.2600470
1364,,VBL,47.0508417,8.2585138
1365,,VBL,47.0530300,8.2573059
1366,,AAGR,47.0560594,8.2574567
1367,,AAGR,47.0554254,8.2563442
