,name,operator,Latitude,Longitude
1368,,VBL,47.0472568,8.2970514
1369,,VBL,47.0572515,8.3140164
1370,,SBB,47.2349705,8.0733264
1371,,VBL,47.0418695,8.2994490
1372,,Auto AG Rothenburg (AAGR),47.0766876,8.2711335
1373,,VBL,47.0291366,8.2762379
1374,,VBL,47.0397084,8.2737880
1375,,VBL,47.0404218,8.2774142
1376,,VBL,47.0370470,8.2678796
1377,,VBL,47.0408787,8.2803669
1378,,VBL,47.0377242,8.2700847
1379,,VBL,47.0350502,8.2666964
1380,,VBL,47.0309987,8.2725956
1381,,VBL,47.0344616,8.2858518
1382,,VBL,47.0344070,8.2867090
1383,,PAG,47.0352311,8.2891723
1384,,PAG,47.0351454,8.2893759
1385,,VBL,47.0299461,8.2738722
1386,,VBL,47.0335385,8.2728262
1387,,VBL,47.0330029,8.2689185
1388,,VBL,47.0314509,8.2699756
1389,,VBL,47.0312267,8.2774647
1390,,VBL,47.0226032,8.3032064
1391,,VBL,47.0386028,8.2757079
1392,,VBL,47.0240718,8.3021045
1393,,VBL,47.0234829,8.2886691
1394,,VBL,47.0386097,8.2830705
1395,,VBL,47.0317755,8.3035987
1396,,VBL,47.0313278,8.3035103
1397,,VBL,47.0536422,8.3840255
1398,,VBL,47.0538614,8.2858663
1399,,VBL,47.0587539,8.2922415
1400,,PAG,47.0221519,8.2356294
1401,,PAG,47.0220633,8.2355878
1402,,VBL,47.0346011,8.3278168
1403,,VBL,47.0342219,8.3279639
1404,,VBL,47.0332222,8.3271849
1405,,VBL,47.0559853,8.2694016
1406,,VBL,47.0561119,8.2697342
1407,,VBL,47.0602494,8.2703667
1408,,VBL,47.0605283,8.2705237
1409,,PAG,47.0345901,8.1785398
1410,,PAG,47.0342295,8.1777727
1411,,VBL,47.0419094,8.2990905
1412,,VBL,47.0428233,8.3504998
1413,,VBL,47.0452346,8.3464528
1414,,VBL,47.0586688,8.3273139
1415,,VBL,47.0321229,8.3353431
1416,,VBL,47.0332905,8.3338672
1417,,VBL,47.0296169,8.3363901
1418,,VBL,47.0301913,8.3363291
1419,,VBL,47.0248265,8.3334908
1420,,AAGR,47.0666381,8.2692445
1421,,AAGR,47.0662140,8.2684605
1422,,VBL,47.0504445,8.3456515
1423,,VBL,47.0251822,8.2864595
1424,,VBL,47.0287174,8.2841771
1425,,VBL,47.0319629,8.2841768
1426,,VBL,47.0370921,8.2931037
1427,,VBL,47.0342633,8.2763636
1428,,PAG,47.0312096,8.2521979
1429,,,47.0614083,8.2799127
1430,"Neuenkirch, Weierhüsli",PAG,47.0926288,8.2213378
1431,,VBL,47.0621197,8.3158930
1432,,VBL,47.0585737,8.3276253
1433,,VBL,47.0371300,8.3275760
1434,,VBL,47.0383121,8.3124177
1435,,VBL,47.0512528,8.3482868
1436,,VBL,47.0336729,8.2961627
1437,,VBL,47.0245797,8.3336157
1438,,VBL,47.0594802,8.3526293
1439,,VBL,47.0672415,8.3147234
1440,,VBL,47.0272914,8.2989645
1441,,VBL,47.0274568,8.2990666
1442,,VBL,47.0300793,8.2898444
1443,,VBL,47.0338102,8.2798552
1444,,VBL,47.0338785,8.2790521
1445,,VBL,47.0335967,8.2795543
1446,,VBL,47.0316791,8.2855697
1447,,VBL,47.0314094,8.2859577
1448,,VBL,47.0304300,8.2889385
1449,,VBL,47.0330544,8.2959269
1450,,PAG,47.0400658,8.3018161
1451,,PAG,47.0397530,8.3017569
1452,,VBL,47.0402155,8.3010329
1453,,VBL,47.0402065,8.3014266
1454,,VBL,47.0240107,8.2954485
1455,,VBL,47.0247852,8.2964951
1456,"Kriens, Grabenhof",VBL,47.0239524,8.2955264
1457,,VBL,47.0222203,8.2948966
1458,,VBL,47.0215188,8.2950164
1459,,VBL,47.0181966,8.2993557
1460,,VBL,47.0179516,8.3004694
1461,,Verkehrsbetriebe Luzern AG (VBL),47.0177918,8.3033007
1462,,VBL,47.0185606,8.3036784
1463,,VBL,47.0257445,8.2991708
1464,,VBL,47.0256025,8.2993945
1465,,VBL,47.0386675,8.2977840
1466,,VBL,47.0462560,8.3042836
1467,,VBL,47.0672180,8.3144230
1468,,VBL,47.0672859,8.3148592
1469,,VBL,47.0656068,8.3117677
1470,,VBL,47.0656115,8.3120481
1471,,VBL,47.0578827,8.2983503
1472,,VBL,47.0598585,8.3028051
1473,,VBL,47.0597073,8.3024115
1474,,VBL,47.0605592,8.3052728
1475,,VBL,47.0606392,8.3051150
1476,,VBL,47.0616563,8.3080956
1477,,VBL,47.0611597,8.3087139
1478,,VBL,47.0618915,8.3092486
1479,,VBL,47.0630608,8.3098526
1480,,VBL,47.0635872,8.3104046
1481,,VBL,47.0579661,8.2891851
1482,,VBL,47.0579792,8.2889157
1483,,VBL,47.0562600,8.2926473
1484,,VBL,47.0562382,8.2930479
1485,,VBL,47.0568814,8.2996759
1486,,VBL,47.0568453,8.2998535
1487,,VBL,47.0551655,8.2994937
1488,,VBL,47.0552293,8.2993377
1489,,VBL,47.0561191,8.3046767
1490,,VBL,47.0570653,8.3029726
1491,,VBL,47.0572050,8.3030269
1492,,VBL,47.0538140,8.2994368
1493,,VBL,47.0522906,8.2965551
1494,,VBL,47.0528163,8.2960140
1495,,VBL,47.0541448,8.2903318
1496,,VBL,47.0542496,8.2901375
1497,,VBL,47.0447620,8.2897695
1498,,VBL,47.0447732,8.2896216
1499,,VBL,47.0460081,8.2888038
1500,,VBL,47.0466286,8.2899958
1501,,VBL,47.0465747,8.2901931
1502,,PAG,47.0310398,8.2521961
1503,,PAG,47.0310756,8.2517248
1504,,VBL,47.0339752,8.2730902
1505,,VBL,47.0341442,8.2734654
1506,,VBL,47.0338327,8.2702319
1507,,VBL,47.0339916,8.2706925
1508,,VBL,47.0352399,8.2591372
1509,,VBL,47.0351349,8.2600637
1510,,PAG,47.0341818,8.2553510
1511,,PAG,47.0342885,8.2554552
1512,,VBL,47.0252008,8.2865549
1513,,VBL,47.0272309,8.2850248
1514,,VBL,47.0272496,8.2851299
1515,,VBL,47.0307524,8.2835617
1516,,VBL,47.0309454,8.2832551
1517,"Kriens, Mattenhof",VBL,47.0268602,8.3020040
1518,,Auto AG Rothenburg (AAGR),47.0807239,8.2717385
1519,,VBL,47.0507952,8.2586338
1520,,,47.0613559,8.2803945
1521,,VBL,47.0531949,8.3539933
1522,,VBL,47.0488242,8.2995872
1523,Stächenrain,ARAG,47.0768768,8.2241780
1524,,PAG,47.0983246,8.2057239
1525,,PAG,47.1110932,8.1944659
1526,,PAG,47.1031359,8.2016605
1527,,PAG,47.1030245,8.2015495
1528,,PAG,47.0982744,8.2055598
1529,,PAG,47.1113061,8.1946258
1530,"Neuenkirch, Kirche",PAG,47.1004333,8.2029112
1531,,PAG,47.1063120,8.1971899
1532,"St. Erhard, Galerie",PAG,47.1871975,8.0770211
1533,"St. Erhard, Galerie",PAG,47.1870873,8.0768536
1534,"Dagmersellen, Bahnhof",PAG,47.2184730,7.9795320
1535,"Dagmersellen, Löwen",PAG,47.2134831,7.9883109
1536,"Dagmersellen, Löwen",PAG,47.2133427,7.9883251
1537,"Hochdorf, Industriestrasse",ZVB,47.1640416,8.2814158
1538,,Auto AG Rothenburg (AAGR),47.0727517,8.2877283
1539,,Auto AG Rothenburg (AAGR),47.0727273,8.2902810
1540,,Auto AG Rothenburg (AAGR),47.0730029,8.2903440
1541,"Meggen, Englischer Friedhof",VBL,47.0513270,8.3536510
1542,"Rothenburg Station, Bhf. West",PAG,47.0886832,8.2483672
1543,"Rothenburg Station, Bhf. West",AAGR,47.0883915,8.2488773
1544,"Ruswil, Moos",ARAG,47.0739683,8.1469413
1545,"Ruswil, Moos",ARAG,47.0734154,8.1478084
1546,"Ruswil, Schlatt",ARAG,47.0713215,8.1560849
1547,"Ruswil, Schlatt",ARAG,47.0709799,8.1568401
1548,"Ruswil, Ziswil",ARAG,47.0680613,8.1680407
1549,"Ruswil, Ziswil",ARAG,47.0679067,8.1681092
1550,"Hellbühl, Mittler Büel",ARAG,47.0662904,8.1847826
1551,"Hellbühl, Mittler Büel",ARAG,47.0662002,8.1855066
1552,"Hellbühl, Post",ARAG,47.0703480,8.1964931
1553,"Hellbühl, Unter Hellbühl",ARAG,47.0719337,8.2014304
1554,"Hellbühl, Moosschür",ARAG,47.0751777,8.2084423
1555,"Hellbühl, Moosschür",ARAG,47.0751306,8.2086394
1556,Stächenrain,ARAG,47.0768061,8.2241948
1557,Stächenrain,ARAG,47.0767172,8.2241091
1558,"Hildisrieden, Hapfern",AAGR,47.1334794,8.2412937
1559,"Hildisrieden, Hapfern",AAGR,47.1332157,8.2412157
1560,"Neuenkirch, Weierhüsli",PAG,47.0924145,8.2214454
1561,"Hildisrieden, Post",AAGR,47.1489230,8.2290895
1562,"Hildisrieden, Post",AAGR,47.1490337,8.2293555
1563,"Hildisrieden, Waldmatt",AAGR,47.1518209,8.2265124
1564,"Hildisrieden, Dorf",AAGR,47.1513130,8.2282340
1565,"Römerswil LU, Dorf",ZVB,47.1688886,8.2453885
1566,"Römerswil LU, Dorf",ZVB,47.1684042,8.2460581
1567,"Römerswil LU, Chäppeliacher",ZVB,47.1670349,8.2474989
1568,"Römerswil LU, Chäppeliacher",ZVB,47.1667529,8.2476802
1569,,Auto AG Rothenburg (AAGR),47.0761560,8.2686378
1570,,VBL,47.0542673,8.2908604
1571,"Emmen, Allmendli",Auto AG Rothenburg (AAGR),47.0833597,8.3089010
1572,"Emmen, Emmenfeld",AAGR,47.0806538,8.2987428
1573,"Emmen, Unterspitalhof",AAGR,47.0809091,8.3063139
1574,"Emmenbrücke, Geisselermoos",PAG,47.0893694,8.2271586
1575,"Neuenkirch, Lippenrüti",PAG,47.1112941,8.1945043
1576,"Neuenkirch, Kirche",PAG,47.1004440,8.2027963
1577,"Neuenkirch, Post",PAG,47.0983046,8.2056604
1578,"Sempach Stadt, Hültschern",PAG,47.1335676,8.1954045
1579,"Meggen, Buchmatt",VBL,47.0509846,8.3578760
1580,"Hochdorf, Bahnhof",,47.1667312,8.2886078
